text,intent,entities,label
i want to go between boston and san francisco,flight,fromloc.city_name=boston;toloc.city_name=san francisco,11
show me the flights from los angeles to pittsburgh which arrive at pittsburgh on monday,flight,fromloc.city_name=los angeles;toloc.city_name=pittsburgh;toloc.city_name=pittsburgh;arrive_date.day_name=monday,11
what is the earliest flight departing san francisco and arriving in oakland on november eighth,flight,flight_mod=earliest;fromloc.city_name=san francisco;toloc.city_name=oakland;arrive_date.month_name=november;arrive_date.day_number=eighth,11
what flights from miami to indianapolis on sunday,flight,fromloc.city_name=miami;toloc.city_name=indianapolis;depart_date.day_name=sunday,11
list american airlines flights from newark to nashville,flight,airline_name=american airlines;fromloc.city_name=newark;toloc.city_name=nashville,11
list all american airlines flight from milwaukee to phoenix on sunday,flight,airline_name=american airlines;fromloc.city_name=milwaukee;toloc.city_name=phoenix;depart_date.day_name=sunday,11
show me the flights leaving from love field,flight,fromloc.airport_name=love field,11
what 's the first flight after 1 pm leaving washington to denver,flight,flight_mod=first;depart_time.time_relative=after;depart_time.time=1 pm;fromloc.city_name=washington;toloc.city_name=denver,11
what flights return from denver to philadelphia on a saturday,flight,fromloc.city_name=denver;toloc.city_name=philadelphia;depart_date.day_name=saturday,11
show me the flights from love field,flight,fromloc.airport_name=love field,11
show me the flights from pittsburgh to san francisco,flight,fromloc.city_name=pittsburgh;toloc.city_name=san francisco,11
flights from cleveland to miami,flight,fromloc.city_name=cleveland;toloc.city_name=miami,11
what are the afternoon flights from denver to san francisco,flight,depart_time.period_of_day=afternoon;fromloc.city_name=denver;toloc.city_name=san francisco,11
all flights from boston to washington dc on november eleventh,flight,fromloc.city_name=boston;toloc.city_name=washington;toloc.state_code=dc;depart_date.month_name=november;depart_date.day_number=eleventh,11
i would like to book a flight for august twenty seventh from baltimore to san francisco on us air,flight,depart_date.month_name=august;depart_date.day_number=twenty seventh;fromloc.city_name=baltimore;toloc.city_name=san francisco;airline_name=us air,11
what does s designate as a meal,abbreviation,meal_code=s;meal=meal,0
flights from columbus to milwaukee,flight,fromloc.city_name=columbus;toloc.city_name=milwaukee,11
i 'd like a list of the flights from oakland to dallas fort worth on sunday,flight,fromloc.city_name=oakland;toloc.city_name=dallas fort worth;depart_date.day_name=sunday,11
flights from las vegas to phoenix,flight,fromloc.city_name=las vegas;toloc.city_name=phoenix,11
what flights are there on wednesday evening or thursday morning from denver to sfo,flight,depart_date.day_name=wednesday;depart_time.period_of_day=evening;or=or;depart_date.day_name=thursday;depart_time.period_of_day=morning;fromloc.city_name=denver;toloc.airport_code=sfo,11
what is the lowest fare from denver to pittsburgh,airfare,cost_relative=lowest;fromloc.city_name=denver;toloc.city_name=pittsburgh,3
chicago to milwaukee,flight,fromloc.city_name=chicago;toloc.city_name=milwaukee,11
now i need a flight on tuesday from phoenix to detroit,flight,depart_date.day_name=tuesday;fromloc.city_name=phoenix;toloc.city_name=detroit,11
what airline is ea the abbreviation for,airline,airline_code=ea,5
show me the earliest nonstop flight from dallas to houston,flight,flight_mod=earliest;flight_stop=nonstop;fromloc.city_name=dallas;toloc.city_name=houston,11
what is the round trip fare on continental 1291 from denver to san francisco and return,airfare,round_trip=round trip;airline_name=continental;flight_number=1291;fromloc.city_name=denver;toloc.city_name=san francisco;round_trip=return,3
what does the fare code f mean,abbreviation,fare_basis_code=f,0
does flight ua 281 from boston to denver leave on tuesday,flight,airline_code=ua;flight_number=281;fromloc.city_name=boston;toloc.city_name=denver;depart_date.day_name=tuesday,11
what is the fare from atlanta to boston on coach one way,airfare,fromloc.city_name=atlanta;toloc.city_name=boston;class_type=coach;round_trip=one way,3
i am interested in a flight on an aircraft number 727 i would like to go from washington to atlanta,flight,aircraft_code=727;fromloc.city_name=washington;toloc.city_name=atlanta,11
could i have listings of flights from new york to montreal canada leaving on wednesday,flight,fromloc.city_name=new york;toloc.city_name=montreal;toloc.country_name=canada;depart_date.day_name=wednesday,11
show me all flights from dallas to pittsburgh on monday which leave after 8 o'clock pm,flight,fromloc.city_name=dallas;toloc.city_name=pittsburgh;depart_date.day_name=monday;depart_time.time_relative=after;depart_time.time=8 o'clock pm,11
what does the fare code qx mean,abbreviation,fare_basis_code=qx,0
what kind of ground transportation is available in denver,ground_service,city_name=denver,17
hi i 'd like a flight on alaska airlines from san diego to toronto please,flight,airline_name=alaska airlines;fromloc.city_name=san diego;toloc.city_name=toronto,11
give me the flights from indianapolis to orlando on december twenty seventh and twenty eighth,flight,fromloc.city_name=indianapolis;toloc.city_name=orlando;depart_date.month_name=december;depart_date.day_number=twenty seventh;depart_date.day_number=twenty eighth,11
please list all of the flights leaving atlanta heading to baltimore after 8 pm wednesday and before 9 am thursday,flight,fromloc.city_name=atlanta;toloc.city_name=baltimore;depart_time.time_relative=after;depart_time.time=8 pm;depart_date.day_name=wednesday;depart_time.time_relative=before;depart_time.time=9 am;depart_date.day_name=thursday,11
could you tell me about ground transportation arrangements from the dallas airport to downtown dallas,ground_service,fromloc.airport_name=dallas airport;toloc.city_name=dallas,17
i 'd like flights on american airlines from philadelphia to dallas arriving before 1145 am,flight,airline_name=american airlines;fromloc.city_name=philadelphia;toloc.city_name=dallas;arrive_time.time_relative=before;arrive_time.time=1145 am,11
i 'd like to see flights from baltimore to atlanta that arrive before noon,flight,fromloc.city_name=baltimore;toloc.city_name=atlanta;arrive_time.time_relative=before;arrive_time.time=noon,11
what flights depart from pittsburgh and arrive in oakland california,flight,fromloc.city_name=pittsburgh;toloc.city_name=oakland;toloc.state_name=california,11
show ground transportation in denver,ground_service,city_name=denver,17
show flights from denver to oakland,flight,fromloc.city_name=denver;toloc.city_name=oakland,11
how many people fly on a turboprop,capacity,,8
show me the flights on american airlines from fort worth to denver on the evening of july eleventh,flight,airline_name=american airlines;fromloc.city_name=fort worth;toloc.city_name=denver;depart_time.period_of_day=evening;depart_date.month_name=july;depart_date.day_number=eleventh,11
list the morning flights between atlanta and dallas,flight,depart_time.period_of_day=morning;fromloc.city_name=atlanta;toloc.city_name=dallas,11
what 's the lowest one way fare from pittsburgh to denver,airfare,cost_relative=lowest;round_trip=one way;fromloc.city_name=pittsburgh;toloc.city_name=denver,3
show me the flights from dallas to atlanta,flight,fromloc.city_name=dallas;toloc.city_name=atlanta,11
is there ground transportation in dallas from the dallas airport to downtown dallas,ground_service,city_name=dallas;fromloc.airport_name=dallas airport;toloc.city_name=dallas,17
does american airlines fly from philadelphia to san francisco,flight,airline_name=american airlines;fromloc.city_name=philadelphia;toloc.city_name=san francisco,11
show me flights from philadelphia to baltimore,flight,fromloc.city_name=philadelphia;toloc.city_name=baltimore,11
list the cheapest one way flight from miami florida to charlotte north carolina,flight,cost_relative=cheapest;round_trip=one way;fromloc.city_name=miami;fromloc.state_name=florida;toloc.city_name=charlotte;toloc.state_name=north carolina,11
show me flights denver to washington on wednesday,flight,fromloc.city_name=denver;toloc.city_name=washington;depart_date.day_name=wednesday,11
i would like a flight from washington to boston leaving at 230 on august twentieth,flight,fromloc.city_name=washington;toloc.city_name=boston;depart_time.time=230;depart_date.month_name=august;depart_date.day_number=twentieth,11
list the flights from st. paul to san jose and from st. paul to houston,flight,fromloc.city_name=st. paul;toloc.city_name=san jose;fromloc.city_name=st. paul;toloc.city_name=houston,11
show me the flights from cincinnati to denver,flight,fromloc.city_name=cincinnati;toloc.city_name=denver,11
could i have a listing of flights leaving boston going to baltimore leaving wednesday after 2100,flight,fromloc.city_name=boston;toloc.city_name=baltimore;depart_date.day_name=wednesday;depart_time.time_relative=after;depart_time.time=2100,11
on continental airlines any class service from san francisco to pittsburgh,flight,airline_name=continental airlines;fromloc.city_name=san francisco;toloc.city_name=pittsburgh,11
flights from atlanta to san francisco august second,flight,fromloc.city_name=atlanta;toloc.city_name=san francisco;depart_date.month_name=august;depart_date.day_number=second,11
what flights go from boston to washington next tuesday,flight,fromloc.city_name=boston;toloc.city_name=washington;depart_date.date_relative=next;depart_date.day_name=tuesday,11
what flights from las vegas to montreal on saturday,flight,fromloc.city_name=las vegas;toloc.city_name=montreal;depart_date.day_name=saturday,11
i want a flight from los angeles to charlotte that leaves on a weekday morning,flight,fromloc.city_name=los angeles;toloc.city_name=charlotte;depart_date.day_name=weekday;depart_time.period_of_day=morning,11
american airlines from denver to milwaukee,flight,airline_name=american airlines;fromloc.city_name=denver;toloc.city_name=milwaukee,11
show me ground transportation in san francisco,ground_service,city_name=san francisco,17
are there any early flights from atlanta to washington on thursday mornings,flight,depart_time.period_mod=early;fromloc.city_name=atlanta;toloc.city_name=washington;depart_date.day_name=thursday;depart_time.period_of_day=mornings,11
find me the earliest boston departure for atlanta and the lastest return trip from atlanta so that i can be in atlanta the longest amount of time but return to boston the same day,flight,flight_mod=earliest;fromloc.city_name=boston;toloc.city_name=atlanta;flight_mod=lastest;fromloc.city_name=atlanta;toloc.city_name=atlanta;toloc.city_name=boston;return_date.date_relative=day,11
flight from denver to philadelphia saturday afternoon,flight,fromloc.city_name=denver;toloc.city_name=philadelphia;depart_date.day_name=saturday;depart_time.period_of_day=afternoon,11
i would like the fare on the us air 1039 from denver to pittsburgh on april twenty,airfare,airline_name=us air;flight_number=1039;fromloc.city_name=denver;toloc.city_name=pittsburgh;depart_date.month_name=april;depart_date.day_number=twenty,3
show me the names of airlines in atlanta,airline,city_name=atlanta,5
does midwest express serve baltimore,flight,airline_name=midwest;city_name=baltimore,11
what is the earliest flight in the morning leaving boston for baltimore,flight,flight_mod=earliest;depart_time.period_of_day=morning;fromloc.city_name=boston;toloc.city_name=baltimore,11
what flights are there from pittsburgh to dallas on wednesday morning,flight,fromloc.city_name=pittsburgh;toloc.city_name=dallas;depart_date.day_name=wednesday;depart_time.period_of_day=morning,11
i 'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,flight,fromloc.city_name=san diego;toloc.city_name=toronto;airline_name=alaska airlines;depart_time.time_relative=around;depart_time.time=1 pm,11
i 'm going to leave philadelphia and i want to go to san francisco and i want to fly first class american and i want a stop in dallas can you please tell me what type of aircraft you will be flying,aircraft,fromloc.city_name=philadelphia;toloc.city_name=san francisco;class_type=first class;airline_name=american;stoploc.city_name=dallas,1
tell me about ground transportation between the dallas fort worth airport and downtown dallas,ground_service,fromloc.airport_name=dallas fort worth airport;toloc.city_name=dallas,17
all delta flights to everywhere if you can,flight,airline_name=delta,11
find me the flights that are nonstop between boston and dallas that leave between 12 and 2 in the afternoon,flight,flight_stop=nonstop;fromloc.city_name=boston;toloc.city_name=dallas;depart_time.start_time=12;depart_time.end_time=2;depart_time.period_of_day=afternoon,11
please give all flights from dallas to oakland california monday,flight,fromloc.city_name=dallas;toloc.city_name=oakland;toloc.state_name=california;depart_date.day_name=monday,11
how much does it cost to get downtown from the atlanta airport by limousine,ground_fare,fromloc.airport_name=atlanta airport;transport_type=limousine,16
what is lowest cost air fare available for a flight from dallas to baltimore arriving on july fourth,airfare,cost_relative=lowest cost;fromloc.city_name=dallas;toloc.city_name=baltimore;arrive_date.month_name=july;arrive_date.day_number=fourth,3
i want to travel from philadelphia to boston on wednesday afternoon,flight,fromloc.city_name=philadelphia;toloc.city_name=boston;depart_date.day_name=wednesday;depart_time.period_of_day=afternoon,11
what flights are there from newark to seattle on saturday,flight,fromloc.city_name=newark;toloc.city_name=seattle;depart_date.day_name=saturday,11
i need to fly from boston to denver on to san francisco and back,flight,fromloc.city_name=boston;toloc.city_name=denver;toloc.city_name=san francisco,11
i need a flight on friday from newark to tampa,flight,depart_date.day_name=friday;fromloc.city_name=newark;toloc.city_name=tampa,11
train to newark,ground_service,transport_type=train;city_name=newark,17
what is the most expensive flight from dallas to baltimore,flight,cost_relative=most expensive;fromloc.city_name=dallas;toloc.city_name=baltimore,11
what is the cheapest round trip fare from pittsburgh to atlanta,airfare,cost_relative=cheapest;round_trip=round trip;fromloc.city_name=pittsburgh;toloc.city_name=atlanta,3
show me the fare from dallas to san francisco,airfare,fromloc.city_name=dallas;toloc.city_name=san francisco,3
show me flights from atlanta to washington,flight,fromloc.city_name=atlanta;toloc.city_name=washington,11
show me flights from pittsburgh to philadelphia,flight,fromloc.city_name=pittsburgh;toloc.city_name=philadelphia,11
i would like to know if i fly on american flight number 813 from boston to oakland if i will stop enroute at another city,flight,airline_name=american;flight_number=number;fromloc.city_name=boston;toloc.city_name=oakland,11
on monday i 'd like to travel from las vegas to detroit michigan,flight,depart_date.day_name=monday;fromloc.city_name=las vegas;toloc.city_name=detroit;toloc.state_name=michigan,11
show me all the flights on northwest airlines from new york to milwaukee to los angeles,flight,airline_name=northwest airlines;fromloc.city_name=new york;stoploc.city_name=milwaukee;toloc.city_name=los angeles,11
what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm,flight,fromloc.airport_code=dfw;toloc.city_name=oakland;toloc.city_name=oakland;arrive_time.start_time=1133 am;arrive_time.end_time=43 pm,11
list the flights from philadelphia to san francisco via dallas,flight,fromloc.city_name=philadelphia;toloc.city_name=san francisco;stoploc.city_name=dallas,11
does midwest express serve indianapolis,flight,airline_name=midwest;city_name=indianapolis,11
show me the latest flight to love field,flight,flight_mod=latest;toloc.airport_name=love field,11
repeating leaving denver to san francisco before 10 am what type of aircraft is used,aircraft,fromloc.city_name=denver;toloc.city_name=san francisco;depart_time.time_relative=before;depart_time.time=10 am,1
do you have a flight from salt lake city to st. petersburg,flight,fromloc.city_name=salt lake city;toloc.city_name=st. petersburg,11
now i need another flight from las vegas to los angeles arriving also in the late afternoon what 's available for that,flight,fromloc.city_name=las vegas;toloc.city_name=los angeles;arrive_time.period_of_day=late afternoon,11
list flights from pittsburgh to baltimore,flight,fromloc.city_name=pittsburgh;toloc.city_name=baltimore,11
what flights go from dallas to baltimore,flight,fromloc.city_name=dallas;toloc.city_name=baltimore,11
american flights to houston from cincinnati,flight,airline_name=american;toloc.city_name=houston;fromloc.city_name=cincinnati,11
what airline is ea,airline,airline_code=ea,5
show me the air fare for the flights from baltimore to dallas,airfare,fromloc.city_name=baltimore;toloc.city_name=dallas,3
and how much does it cost to travel from boston airport to downtown,airfare,fromloc.airport_name=boston airport,3
please show all flights from philadelphia to denver airport next sunday,flight,fromloc.city_name=philadelphia;toloc.airport_name=denver airport;depart_date.date_relative=next;depart_date.day_name=sunday,11
what are all flights to denver from philadelphia on sunday,flight,toloc.city_name=denver;fromloc.city_name=philadelphia;depart_date.day_name=sunday,11
i would like a flight from philadelphia to dallas arrive dallas about 12 noon,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas;toloc.city_name=dallas;arrive_time.time_relative=about;arrive_time.time=12 noon,11
i need to spend much of a day on the ground in atlanta find me an early flight from boston and the lastest possible flight back from atlanta,flight,toloc.city_name=atlanta;flight_mod=early;fromloc.city_name=boston;flight_mod=lastest;fromloc.city_name=atlanta,11
what is airline us,airline,airline_code=us,5
what 's the cheapest flight from denver to pittsburgh,flight,cost_relative=cheapest;fromloc.city_name=denver;toloc.city_name=pittsburgh,11
show me the flights from salt lake city to st. petersburg late night on tuesday,flight,fromloc.city_name=salt lake city;toloc.city_name=st. petersburg;depart_time.period_mod=late;depart_time.period_of_day=night;depart_date.day_name=tuesday,11
show prices for all flights from baltimore to dallas on july twenty ninth,airfare,fromloc.city_name=baltimore;toloc.city_name=dallas;depart_date.month_name=july;depart_date.day_number=twenty ninth,3
can you tell me the latest evening flight from atlanta to denver on july seventh,flight,flight_mod=latest;depart_time.period_of_day=evening;fromloc.city_name=atlanta;toloc.city_name=denver;depart_date.month_name=july;depart_date.day_number=seventh,11
what flights are available on dl from dallas to atlanta on monday morning,flight,airline_code=dl;fromloc.city_name=dallas;toloc.city_name=atlanta;depart_date.day_name=monday;depart_time.period_of_day=morning,11
show me the flights from san francisco to boston,flight,fromloc.city_name=san francisco;toloc.city_name=boston,11
earliest flight on american airlines from washington dc to san francisco,flight,flight_mod=earliest;airline_name=american airlines;fromloc.city_name=washington;fromloc.state_code=dc;toloc.city_name=san francisco,11
i want to leave boston at 838 and arrive in denver at 1110 in the morning,flight,fromloc.city_name=boston;depart_time.time=838;toloc.city_name=denver;arrive_time.time=1110;arrive_time.period_of_day=morning,11
pittsburgh to denver,flight,fromloc.city_name=pittsburgh;toloc.city_name=denver,11
list all flights leaving denver on continental on sunday,flight,fromloc.city_name=denver;airline_name=continental;depart_date.day_name=sunday,11
show me the flights to love field from all other airports,flight,toloc.airport_name=love field,11
list the wednesday flights from denver to baltimore arriving in baltimore between 1115 am and 1245 pm,flight,depart_date.day_name=wednesday;fromloc.city_name=denver;toloc.city_name=baltimore;toloc.city_name=baltimore;arrive_time.start_time=1115 am;arrive_time.end_time=1245 pm,11
show me one way flights from tampa to st. louis departing before 10 am first class,flight,round_trip=one way;fromloc.city_name=tampa;toloc.city_name=st. louis;depart_time.time_relative=before;depart_time.time=10 am;class_type=first class,11
which delta flights depart from san francisco heading toward boston after 12 noon,flight,airline_name=delta;fromloc.city_name=san francisco;toloc.city_name=boston;depart_time.time_relative=after;depart_time.time=12 noon,11
what types of ground transportation are available in philadelphia,ground_service,city_name=philadelphia,17
what airlines have business class,airline,class_type=business class,5
please give me the united airlines flights from denver to baltimore that are the first class flights please,flight,airline_name=united airlines;fromloc.city_name=denver;toloc.city_name=baltimore;class_type=first class,11
can you tell me which flight from dallas to baltimore has the least expensive fare,flight,fromloc.city_name=dallas;toloc.city_name=baltimore;cost_relative=least expensive,11
earliest flight from atlanta to philadelphia,flight,flight_mod=earliest;fromloc.city_name=atlanta;toloc.city_name=philadelphia,11
list flights from phoenix to detroit on wednesday,flight,fromloc.city_name=phoenix;toloc.city_name=detroit;depart_date.day_name=wednesday,11
i 'd like the cheapest one way fare from boston to atlanta please,airfare,cost_relative=cheapest;round_trip=one way;fromloc.city_name=boston;toloc.city_name=atlanta,3
american flights from san francisco please,flight,airline_name=american;fromloc.city_name=san francisco,11
show me the evening flights from philadelphia to atlanta,flight,depart_time.period_of_day=evening;fromloc.city_name=philadelphia;toloc.city_name=atlanta,11
i would like to know the types of ground transportation from the airport to las vegas,ground_service,city_name=las vegas,17
what does ff mean,abbreviation,airline_code=ff,0
how about april twenty seventh denver to washington,flight,depart_date.month_name=april;depart_date.day_number=twenty seventh;fromloc.city_name=denver;toloc.city_name=washington,11
i would like to book a flight from chicago into seattle on june first on continental airlines,flight,fromloc.city_name=chicago;toloc.city_name=seattle;depart_date.month_name=june;depart_date.day_number=first;airline_name=continental airlines,11
i would like a nonstop flight between pittsburgh and philadelphia leaving in the afternoon and arriving in the vicinity of 5 pm,flight,flight_stop=nonstop;fromloc.city_name=pittsburgh;toloc.city_name=philadelphia;arrive_time.period_of_day=afternoon;arrive_time.time_relative=vicinity;arrive_time.time=5 pm,11
i 'd like the lowest fare from denver to pittsburgh,airfare,cost_relative=lowest;fromloc.city_name=denver;toloc.city_name=pittsburgh,3
what is the smallest aircraft available to fly on from pittsburgh to baltimore,aircraft,mod=smallest;fromloc.city_name=pittsburgh;toloc.city_name=baltimore,1
i 'd like a flight on july ninth from orlando to kansas city in the afternoon,flight,depart_date.month_name=july;depart_date.day_number=ninth;fromloc.city_name=orlando;toloc.city_name=kansas city;depart_time.period_of_day=afternoon,11
let 's see how much would a direct flight from atlanta to denver be on may seventh,airfare,connect=direct;fromloc.city_name=atlanta;toloc.city_name=denver;depart_date.month_name=may;depart_date.day_number=seventh,3
show me all the flights from burbank to denver,flight,fromloc.city_name=burbank;toloc.city_name=denver,11
flights from dallas to houston in the morning,flight,fromloc.city_name=dallas;toloc.city_name=houston;depart_time.period_of_day=morning,11
in boston is there ground transportation between airport and downtown,ground_service,city_name=boston,17
tell me about flights from atlanta to charlotte north carolina leaving on monday and arriving in charlotte,flight,fromloc.city_name=atlanta;toloc.city_name=charlotte;toloc.state_name=north carolina;depart_date.day_name=monday;toloc.city_name=charlotte,11
what is the cost of a flight from boston to san francisco,airfare,fromloc.city_name=boston;toloc.city_name=san francisco,3
i need a flight to atlanta this afternoon,flight,toloc.city_name=atlanta;depart_date.today_relative=this;depart_time.period_of_day=afternoon,11
show me all overnight flights from washington dc to san francisco and list their fares,flight,flight_mod=overnight;fromloc.city_name=washington;fromloc.state_code=dc;toloc.city_name=san francisco,11
show me the nonstop flights from dallas to houston,flight,flight_stop=nonstop;fromloc.city_name=dallas;toloc.city_name=houston,11
give me flights that arrive in baltimore from denver,flight,toloc.city_name=baltimore;fromloc.city_name=denver,11
my question is i want to go to san francisco and i live in denver and i would like to fly on united airlines do you have an early flight,flight,toloc.city_name=san francisco;fromloc.city_name=denver;airline_name=united airlines;flight_mod=early,11
list the flights that arrive and depart from general mitchell international airport,flight,fromloc.airport_name=general mitchell international airport,11
delta flights to san francisco please,flight,airline_name=delta;toloc.city_name=san francisco,11
give me the flights from boston to san francisco leaving early today,flight,fromloc.city_name=boston;toloc.city_name=san francisco;depart_time.period_mod=early;depart_date.today_relative=today,11
show me the flights from baltimore to pittsburgh,flight,fromloc.city_name=baltimore;toloc.city_name=pittsburgh,11
i need to make reservations from denver to boston,flight,fromloc.city_name=denver;toloc.city_name=boston,11
what delta flights are available to fly from philadelphia to boston,flight,airline_name=delta;fromloc.city_name=philadelphia;toloc.city_name=boston,11
is there a flight from denver to san francisco on continental airlines leaving after 12 o'clock in the afternoon,flight,fromloc.city_name=denver;toloc.city_name=san francisco;airline_name=continental airlines;depart_time.time_relative=after;depart_time.time=12 o'clock;depart_time.period_of_day=afternoon,11
show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,flight,fromloc.city_name=baltimore;or=or;fromloc.city_name=denver;or=or;fromloc.city_name=pittsburgh;toloc.city_name=philadelphia,11
show me the flights from denver to philadelphia,flight,fromloc.city_name=denver;toloc.city_name=philadelphia,11
i 'd like to fly from minneapolis to long beach two days from today in the early morning,flight,fromloc.city_name=minneapolis;toloc.city_name=long beach;depart_date.date_relative=two;depart_date.today_relative=today;depart_time.period_of_day=early;depart_time.period_of_day=morning,11
show me the cheapest flights round trip from new york to san jose,flight,cost_relative=cheapest;round_trip=round trip;fromloc.city_name=new york;toloc.city_name=san jose,11
show me the cheapest flights from baltimore to dallas,flight,cost_relative=cheapest;fromloc.city_name=baltimore;toloc.city_name=dallas,11
what kind of plane is used on the earliest flight from boston to san francisco afternoon,aircraft,flight_mod=earliest;fromloc.city_name=boston;toloc.city_name=san francisco;depart_time.period_of_day=afternoon,1
what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco stopping in dallas,aircraft,class_type=first class;airline_name=american airlines;fromloc.city_name=philadelphia;toloc.city_name=san francisco;stoploc.city_name=dallas,1
rental car in baltimore,ground_service,transport_type=rental car;city_name=baltimore,17
show me the flights from san diego to newark new jersey,flight,fromloc.city_name=san diego;toloc.city_name=newark;toloc.state_name=new jersey,11
what flights from st. louis to st. paul on thursday leaving after 10 am,flight,fromloc.city_name=st. louis;toloc.city_name=st. paul;depart_date.day_name=thursday;depart_time.time_relative=after;depart_time.time=10 am,11
i want to leave chicago next tuesday and arrive in detroit around 6 pm,flight,fromloc.city_name=chicago;depart_date.date_relative=next;depart_date.day_name=tuesday;toloc.city_name=detroit;arrive_time.time_relative=around;arrive_time.time=6 pm,11
cheapest flight from miami to indianapolis,flight,cost_relative=cheapest;fromloc.city_name=miami;toloc.city_name=indianapolis,11
what is the least expensive business class flight between boston and san francisco,flight,cost_relative=least expensive;class_type=business class;fromloc.city_name=boston;toloc.city_name=san francisco,11
what flights are there from indianapolis to orlando,flight,fromloc.city_name=indianapolis;toloc.city_name=orlando,11
what kind of airplane is flight ua 281 from boston to denver,aircraft,airline_code=ua;flight_number=281;fromloc.city_name=boston;toloc.city_name=denver,1
i 'd like to know if you have any flights from denver to philadelphia,flight,fromloc.city_name=denver;toloc.city_name=philadelphia,11
i need a flight from logan to atlanta this afternoon,flight,fromloc.airport_name=logan;toloc.city_name=atlanta;depart_date.today_relative=this;depart_time.period_of_day=afternoon,11
i 'd like to fly from boston to fort worth,flight,fromloc.city_name=boston;toloc.city_name=fort worth,11
show me the airfare from pittsburgh to san francisco,airfare,fromloc.city_name=pittsburgh;toloc.city_name=san francisco,3
what are the flights from boston to orlando,flight,fromloc.city_name=boston;toloc.city_name=orlando,11
what is the earliest flight on friday from washington to san francisco,flight,flight_mod=earliest;depart_date.day_name=friday;fromloc.city_name=washington;toloc.city_name=san francisco,11
please tell me which airline has the most departures from atlanta,airline,mod=most;fromloc.city_name=atlanta,5
show me the last flight from love field,flight,flight_mod=last;fromloc.airport_name=love field,11
from philadelphia to toronto,flight,fromloc.city_name=philadelphia;toloc.city_name=toronto,11
what is the total schedule for delta 's flights to all airports,flight_time,flight_time=schedule;airline_name=delta 's,15
and flights leaving from atlanta to oakland leaving after 5 pm,flight,fromloc.city_name=atlanta;toloc.city_name=oakland;depart_time.time_relative=after;depart_time.time=5 pm,11
list flights from houston to memphis june twenty ninth,flight,fromloc.city_name=houston;toloc.city_name=memphis;depart_date.month_name=june;depart_date.day_number=twenty ninth,11
what are the flights from atlanta to boston in the afternoon,flight,fromloc.city_name=atlanta;toloc.city_name=boston;depart_time.period_of_day=afternoon,11
does midwest express have any flights from montreal to detroit,flight,airline_name=midwest;fromloc.city_name=montreal;toloc.city_name=detroit,11
what flights leave from newark to los angeles in the afternoon,flight,fromloc.city_name=newark;toloc.city_name=los angeles;depart_time.period_of_day=afternoon,11
i want to fly from denver to san francisco with at least one stop,flight,fromloc.city_name=denver;toloc.city_name=san francisco;flight_stop=one stop,11
i need a flight delta airlines kansas city to salt lake,flight,airline_name=delta airlines;fromloc.city_name=kansas city;toloc.city_name=salt lake,11
find a flight from toronto to san diego with a layover in san francisco on air canada,flight,fromloc.city_name=toronto;toloc.city_name=san diego;stoploc.city_name=san francisco;airline_name=air canada,11
show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am,flight,connect=connecting;fromloc.city_name=boston;toloc.city_name=denver;fromloc.city_name=boston;depart_time.time=10 am,11
list the flights from philadelphia to dallas on american airlines,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas;airline_name=american airlines,11
i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning,flight,fromloc.city_name=boston;toloc.city_name=denver;toloc.city_name=denver;arrive_time.time=9 o'clock;arrive_date.day_name=wednesday;arrive_time.period_of_day=morning;or=or;arrive_time.time_relative=by;arrive_time.time=9 o'clock;arrive_date.day_name=wednesday;arrive_time.period_of_day=morning,11
what is airline ff,airline,airline_code=ff,5
i want a flight from los angeles to pittsburgh that arrives before 3 pm on tuesday,flight,fromloc.city_name=los angeles;toloc.city_name=pittsburgh;arrive_time.time_relative=before;arrive_time.time=3 pm;arrive_date.day_name=tuesday,11
what 's the cheapest one way flight from oakland to boston,flight,cost_relative=cheapest;round_trip=one way;fromloc.city_name=oakland;toloc.city_name=boston,11
list all the flights from charlotte to atlanta that return around 7 pm,flight,fromloc.city_name=charlotte;toloc.city_name=atlanta;depart_time.time_relative=around;depart_time.time=7 pm,11
show flights from pittsburgh to oakland connecting through denver,flight,fromloc.city_name=pittsburgh;toloc.city_name=oakland;connect=connecting;stoploc.city_name=denver,11
how do you travel from san francisco airport to downtown san francisco,flight,fromloc.airport_name=san francisco airport;toloc.city_name=san francisco,11
list all flights from seattle on continental which depart after 430 pm,flight,fromloc.city_name=seattle;airline_name=continental;depart_time.time_relative=after;depart_time.time=430 pm,11
what is the latest flight you have departing dallas to philadelphia,flight,flight_mod=latest;fromloc.city_name=dallas;toloc.city_name=philadelphia,11
i would like a flight from philadelphia to dallas on american airlines,flight,fromloc.city_name=philadelphia;toloc.city_name=dallas;airline_name=american airlines,11
flights and fares from denver to oakland,flight+airfare,fromloc.city_name=denver;toloc.city_name=oakland,12
what is the price of a one way fare from atlanta to boston,airfare,round_trip=one way;fromloc.city_name=atlanta;toloc.city_name=boston,3
